"ISIS Calcs (Axelrod with Furnas), begun 12/7/2015",,,,,,,,,,,,,,,,,,,,,,,,
,"Corrected by Zander Furnas, 2/20/16",,,,,,,,,,,,,,,,,,,,,,,
190,1,1,1,2,2,1,1,2,2,2,2,-50800,700,-100,-1000,-1300,-2400,-1000,-24000,-1400,-8800,-1500,-10000,FALSE
191,1,1,1,2,2,1,2,1,2,2,2,-24400,-900,-2100,-3200,-300,-400,-3800,-10000,-2200,-800,-700,0,FALSE
192,1,1,1,2,2,1,2,2,1,2,2,-34800,-1700,-1700,-2200,-700,-400,-3000,-16000,600,-8800,-900,0,FALSE
193,1,1,1,2,2,1,2,2,2,1,2,-22400,-1200,-2000,-2900,-400,-500,-2800,-9000,400,-1200,-2300,-500,FALSE
194,1,1,1,2,2,1,2,2,2,2,1,-39800,-1800,-2600,-3000,-300,-400,-2000,-18000,600,-800,-1000,-10500,FALSE
195,1,1,1,2,2,2,1,1,2,2,2,-47200,900,-100,-1000,-1100,-2000,-1200,-24000,600,-8800,-1500,-9000,FALSE
196,1,1,1,2,2,2,1,2,1,2,2,-36800,100,300,0,-1500,-2000,-2000,-18000,-2200,-800,-1700,-9000,FALSE
197,1,1,1,2,2,2,1,2,2,1,2,-53200,600,0,-700,-1200,-2100,-2200,-25000,-2400,-9200,-1500,-9500,FALSE
198,1,1,1,2,2,2,1,2,2,2,1,-37800,0,-600,-800,-1100,-2000,-3000,-16000,-2200,-8800,-1800,-1500,FALSE
199,1,1,1,2,2,2,2,1,1,2,2,-31200,-1500,-1700,-2200,-500,0,800,-16000,-1400,-8800,-900,1000,FALSE
200,1,1,1,2,2,2,2,1,2,1,2,-18800,-1000,-2000,-2900,-200,-100,600,-9000,-1200,-1200,-2300,500,FALSE
201,1,1,1,2,2,2,2,1,2,2,1,-40200,-1600,-2600,-3000,-100,0,-200,-18000,-1400,-800,-1000,-11500,FALSE
202,1,1,1,2,2,2,2,2,1,1,2,-31600,-1800,-1600,-1900,-600,-100,-200,-15000,-400,-8400,-2100,500,FALSE
203,1,1,1,2,2,2,2,2,1,2,1,-53800,-2400,-2200,-2000,-500,0,-1000,-24000,-200,-8800,-1200,-11500,FALSE
204,1,1,1,2,2,2,2,2,2,1,1,-40200,-1900,-2500,-2700,-200,-100,-1200,-17000,-400,-1200,-2000,-11000,FALSE
205,1,1,2,1,1,1,2,2,2,2,2,-19400,-1700,-1900,-100,-1700,-2200,-2200,-9000,400,-400,-600,0,FALSE
206,1,1,2,1,1,2,1,2,2,2,2,-52600,100,100,-2300,-900,-600,-2800,-25000,-2400,-8400,-1400,-9000,FALSE
207,1,1,2,1,1,2,2,1,2,2,2,-18200,-1500,-1900,-100,-1900,-2600,0,-9000,-1200,-400,-600,1000,FALSE
208,1,1,2,1,1,2,2,2,1,2,2,-34200,-2300,-1500,-1100,-1500,-2600,-800,-15000,-400,-9200,-800,1000,FALSE
209,1,1,2,1,1,2,2,2,2,1,2,-20600,-1800,-1800,-400,-1800,-2500,-1000,-8000,-600,-800,-2400,500,FALSE
210,1,1,2,1,1,2,2,2,2,2,1,-41600,-2400,-2400,-300,-1900,-2600,-1800,-17000,-400,-400,-900,-11500,FALSE
211,1,1,2,1,2,1,1,2,2,2,2,-51600,400,100,-2000,-700,-2300,-600,-25000,-1600,-8400,-1500,-10000,FALSE
212,1,1,2,1,2,1,2,1,2,2,2,-20400,-1200,-1900,200,-1700,-300,-3400,-9000,-2000,-400,-700,0,FALSE
213,1,1,2,1,2,1,2,2,1,2,2,-33200,-2000,-1500,-800,-1300,-300,-2600,-15000,400,-9200,-900,0,FALSE
214,1,1,2,1,2,1,2,2,2,1,2,-19200,-1500,-1800,-100,-1600,-400,-2400,-8000,200,-800,-2300,-500,FALSE
215,1,1,2,1,2,1,2,2,2,2,1,-36600,-2100,-2400,0,-1700,-300,-1600,-17000,400,-400,-1000,-10500,FALSE
216,1,1,2,1,2,2,1,1,2,2,2,-48800,600,100,-2000,-900,-1900,-1600,-25000,800,-8400,-1500,-9000,FALSE
217,1,1,2,1,2,2,1,2,1,2,2,-40800,-200,500,-3000,-500,-1900,-2400,-19000,-2400,-1200,-1700,-9000,FALSE
218,1,1,2,1,2,2,1,2,2,1,2,-55600,300,200,-2300,-800,-2000,-2600,-26000,-2600,-8800,-1500,-9500,FALSE
219,1,1,2,1,2,2,1,2,2,2,1,-40200,-300,-400,-2200,-900,-1900,-3400,-17000,-2400,-8400,-1800,-1500,FALSE
220,1,1,2,1,2,2,2,1,1,2,2,-30400,-1800,-1500,-800,-1500,100,400,-15000,-1200,-9200,-900,1000,FALSE
221,1,1,2,1,2,2,2,1,2,1,2,-16400,-1300,-1800,-100,-1800,0,200,-8000,-1000,-800,-2300,500,FALSE
222,1,1,2,1,2,2,2,1,2,2,1,-37800,-1900,-2400,0,-1900,100,-600,-17000,-1200,-400,-1000,-11500,FALSE
223,1,1,2,1,2,2,2,2,1,1,2,-31600,-2100,-1400,-1100,-1400,0,-600,-14000,-600,-8800,-2100,500,FALSE
224,1,1,2,1,2,2,2,2,1,2,1,-53800,-2700,-2000,-1000,-1500,100,-1400,-23000,-400,-9200,-1200,-11500,FALSE
225,1,1,2,1,2,2,2,2,2,1,1,-38600,-2200,-2300,-300,-1800,0,-1600,-16000,-600,-800,-2000,-11000,FALSE
226,1,1,2,2,1,1,1,2,2,2,2,-48200,500,0,-1900,-1100,-200,-400,-24000,-1600,-8000,-1500,-10000,FALSE
227,1,1,2,2,1,1,2,1,2,2,2,-21000,-1100,-2000,300,-100,-2200,-3200,-10000,-2000,0,-700,0,FALSE
228,1,1,2,2,1,1,2,2,1,2,2,-35400,-1900,-1600,-700,-500,-2200,-2400,-16000,400,-9600,-900,0,FALSE
229,1,1,2,2,1,1,2,2,2,1,2,-19800,-1400,-1900,0,-200,-2100,-2200,-9000,200,-400,-2300,-500,FALSE
230,1,1,2,2,1,1,2,2,2,2,1,-37200,-2000,-2500,100,-100,-2200,-1400,-18000,400,0,-1000,-10500,FALSE
231,1,1,2,2,1,2,1,1,2,2,2,-46200,700,0,-1900,-900,-600,-1800,-24000,800,-8000,-1500,-9000,FALSE
232,1,1,2,2,1,2,1,2,1,2,2,-39800,-100,400,-2900,-1300,-600,-2600,-18000,-2400,-1600,-1700,-9000,FALSE
233,1,1,2,2,1,2,1,2,2,1,2,-53000,400,100,-2200,-1000,-500,-2800,-25000,-2600,-8400,-1500,-9500,FALSE
234,1,1,2,2,1,2,1,2,2,2,1,-37600,-200,-500,-2100,-900,-600,-3600,-16000,-2400,-8000,-1800,-1500,FALSE
235,1,1,2,2,1,2,2,1,1,2,2,-33400,-1700,-1600,-700,-300,-2600,200,-16000,-1200,-9600,-900,1000,FALSE
236,1,1,2,2,1,2,2,1,2,1,2,-17800,-1200,-1900,0,0,-2500,0,-9000,-1000,-400,-2300,500,FALSE
237,1,1,2,2,1,2,2,1,2,2,1,-39200,-1800,-2500,100,100,-2600,-800,-18000,-1200,0,-1000,-11500,FALSE
238,1,1,2,2,1,2,2,2,1,1,2,-34600,-2000,-1500,-1000,-400,-2500,-800,-15000,-600,-9200,-2100,500,FALSE
239,1,1,2,2,1,2,2,2,1,2,1,-56800,-2600,-2100,-900,-300,-2600,-1600,-24000,-400,-9600,-1200,-11500,FALSE
240,1,1,2,2,1,2,2,2,2,1,1,-40000,-2100,-2400,-200,0,-2500,-1800,-17000,-600,-400,-2000,-11000,FALSE
241,1,1,2,2,2,1,1,1,2,2,2,-49200,1000,0,-1600,-1100,-2300,-1600,-24000,0,-8000,-1600,-10000,FALSE
242,1,1,2,2,2,1,1,2,1,2,2,-39600,200,400,-2600,-1500,-2300,-800,-18000,-1600,-1600,-1800,-10000,FALSE
243,1,1,2,2,2,1,1,2,2,1,2,-52400,700,100,-1900,-1200,-2400,-600,-25000,-1800,-8400,-1400,-10500,FALSE
244,1,1,2,2,2,1,1,2,2,2,1,-33400,100,-500,-1800,-1100,-2300,200,-16000,-1600,-8000,-1900,-500,FALSE
245,1,1,2,2,2,1,2,1,1,2,2,-36400,-1400,-1600,-400,-500,-300,-3600,-16000,-2000,-9600,-1000,0,FALSE
246,1,1,2,2,2,1,2,1,2,1,2,-20400,-900,-1900,300,-200,-400,-3400,-9000,-1800,-400,-2200,-500,FALSE
247,1,1,2,2,2,1,2,1,2,2,1,-38200,-1500,-2500,400,-100,-300,-2600,-18000,-2000,0,-1100,-10500,FALSE
248,1,1,2,2,2,1,2,2,1,1,2,-34000,-1700,-1500,-700,-600,-400,-2600,-15000,200,-9200,-2000,-500,FALSE
249,1,1,2,2,2,1,2,2,1,2,1,-52600,-2300,-2100,-600,-500,-300,-1800,-24000,400,-9600,-1300,-10500,FALSE
250,1,1,2,2,2,1,2,2,2,1,1,-35400,-1800,-2400,100,-200,-400,-1600,-17000,200,-400,-1900,-10000,FALSE
251,1,1,2,2,2,2,1,1,1,2,2,-36000,400,400,-2600,-1300,-1900,-1400,-18000,800,-1600,-1800,-9000,FALSE
252,1,1,2,2,2,2,1,1,2,1,2,-48800,900,100,-1900,-1000,-2000,-1600,-25000,1000,-8400,-1400,-9500,FALSE
253,1,1,2,2,2,2,1,1,2,2,1,-33800,300,-500,-1800,-900,-1900,-2400,-16000,800,-8000,-1900,-1500,FALSE
254,1,1,2,2,2,2,1,2,1,1,2,-41600,100,500,-2900,-1400,-2000,-2400,-19000,-2600,-1200,-1200,-9500,FALSE
255,1,1,2,2,2,2,1,2,1,2,1,-27400,-500,-100,-2800,-1300,-1900,-3200,-10000,-2400,-1600,-2100,-1500,FALSE
256,1,1,2,2,2,2,1,2,2,1,1,-39000,0,-400,-2100,-1000,-2000,-3400,-17000,-2600,-8400,-1100,-1000,FALSE
257,1,1,2,2,2,2,2,1,1,1,2,-30400,-1500,-1500,-700,-400,0,400,-15000,-1000,-9200,-2000,500,FALSE
258,1,1,2,2,2,2,2,1,1,2,1,-53000,-2100,-2100,-600,-300,100,-400,-24000,-1200,-9600,-1300,-11500,FALSE
259,1,1,2,2,2,2,2,1,2,1,1,-35800,-1600,-2400,100,0,0,-600,-17000,-1000,-400,-1900,-11000,FALSE
260,1,1,2,2,2,2,2,2,1,1,1,-52600,-2400,-2000,-900,-400,0,-1400,-23000,-600,-9200,-1700,-11000,FALSE
261,1,2,1,1,1,1,2,2,2,2,2,-20800,-1700,-100,-2600,-1600,-2100,-2400,-9000,600,-800,-600,-500,FALSE
262,1,2,1,1,1,2,1,2,2,2,2,-53200,100,-2100,-400,-800,-500,-2600,-25000,-2200,-8800,-1400,-9500,FALSE
263,1,2,1,1,1,2,2,1,2,2,2,-19600,-1500,-100,-2600,-1800,-2500,200,-9000,-1400,-800,-600,500,FALSE
264,1,2,1,1,1,2,2,2,1,2,2,-33200,-2300,-500,-1600,-1400,-2500,-600,-15000,-200,-8800,-800,500,FALSE
265,1,2,1,1,1,2,2,2,2,1,2,-21200,-1800,-200,-2300,-1700,-2400,-800,-8000,-400,-1200,-2400,0,FALSE
266,1,2,1,1,1,2,2,2,2,2,1,-40200,-2400,400,-2400,-1800,-2500,-1600,-17000,-200,-800,-900,-11000,FALSE
267,1,2,1,1,2,1,1,2,2,2,2,-53400,400,-2100,-700,-600,-2400,-800,-25000,-1400,-8800,-1500,-10500,FALSE
268,1,2,1,1,2,1,2,1,2,2,2,-23000,-1200,-100,-2900,-1600,-400,-3600,-9000,-2200,-800,-700,-500,FALSE
269,1,2,1,1,2,1,2,2,1,2,2,-33400,-2000,-500,-1900,-1200,-400,-2800,-15000,600,-8800,-900,-500,FALSE
270,1,2,1,1,2,1,2,2,2,1,2,-21000,-1500,-200,-2600,-1500,-500,-2600,-8000,400,-1200,-2300,-1000,FALSE
271,1,2,1,1,2,1,2,2,2,2,1,-36400,-2100,400,-2700,-1600,-400,-1800,-17000,600,-800,-1000,-10000,FALSE
272,1,2,1,1,2,2,1,1,2,2,2,-50600,600,-2100,-700,-800,-2000,-1400,-25000,600,-8800,-1500,-9500,FALSE
273,1,2,1,1,2,2,1,2,1,2,2,-40200,-200,-2500,300,-400,-2000,-2200,-19000,-2200,-800,-1700,-9500,FALSE
274,1,2,1,1,2,2,1,2,2,1,2,-56600,300,-2200,-400,-700,-2100,-2400,-26000,-2400,-9200,-1500,-10000,FALSE
275,1,2,1,1,2,2,1,2,2,2,1,-39200,-300,-1600,-500,-800,-2000,-3200,-17000,-2200,-8800,-1800,-1000,FALSE
276,1,2,1,1,2,2,2,1,1,2,2,-30600,-1800,-500,-1900,-1400,0,600,-15000,-1400,-8800,-900,500,FALSE
277,1,2,1,1,2,2,2,1,2,1,2,-18200,-1300,-200,-2600,-1700,-100,400,-8000,-1200,-1200,-2300,0,FALSE
278,1,2,1,1,2,2,2,1,2,2,1,-37600,-1900,400,-2700,-1800,0,-400,-17000,-1400,-800,-1000,-11000,FALSE
279,1,2,1,1,2,2,2,2,1,1,2,-31000,-2100,-600,-1600,-1300,-100,-400,-14000,-400,-8400,-2100,0,FALSE
280,1,2,1,1,2,2,2,2,1,2,1,-51200,-2700,0,-1700,-1400,0,-1200,-23000,-200,-8800,-1200,-11000,FALSE
281,1,2,1,1,2,2,2,2,2,1,1,-37600,-2200,300,-2400,-1700,-100,-1400,-16000,-400,-1200,-2000,-10500,FALSE
282,1,2,1,2,1,1,1,2,2,2,2,-50000,500,-2000,-800,-1200,-100,-600,-24000,-1400,-8400,-1500,-10500,FALSE
283,1,2,1,2,1,1,2,1,2,2,2,-23600,-1100,0,-3000,-200,-2100,-3400,-10000,-2200,-400,-700,-500,FALSE
284,1,2,1,2,1,1,2,2,1,2,2,-35600,-1900,-400,-2000,-600,-2100,-2600,-16000,600,-9200,-900,-500,FALSE
285,1,2,1,2,1,1,2,2,2,1,2,-21600,-1400,-100,-2700,-300,-2000,-2400,-9000,400,-800,-2300,-1000,FALSE
286,1,2,1,2,1,1,2,2,2,2,1,-37000,-2000,500,-2800,-200,-2100,-1600,-18000,600,-400,-1000,-10000,FALSE
287,1,2,1,2,1,2,1,1,2,2,2,-48000,700,-2000,-800,-1000,-500,-1600,-24000,600,-8400,-1500,-9500,FALSE
288,1,2,1,2,1,2,1,2,1,2,2,-39200,-100,-2400,200,-1400,-500,-2400,-18000,-2200,-1200,-1700,-9500,FALSE
289,1,2,1,2,1,2,1,2,2,1,2,-54000,400,-2100,-500,-1100,-400,-2600,-25000,-2400,-8800,-1500,-10000,FALSE
290,1,2,1,2,1,2,1,2,2,2,1,-36600,-200,-1500,-600,-1000,-500,-3400,-16000,-2200,-8400,-1800,-1000,FALSE
291,1,2,1,2,1,2,2,1,1,2,2,-33600,-1700,-400,-2000,-400,-2500,400,-16000,-1400,-9200,-900,500,FALSE
292,1,2,1,2,1,2,2,1,2,1,2,-19600,-1200,-100,-2700,-100,-2400,200,-9000,-1200,-800,-2300,0,FALSE
293,1,2,1,2,1,2,2,1,2,2,1,-39000,-1800,500,-2800,0,-2500,-600,-18000,-1400,-400,-1000,-11000,FALSE
294,1,2,1,2,1,2,2,2,1,1,2,-34000,-2000,-500,-1700,-500,-2400,-600,-15000,-400,-8800,-2100,0,FALSE
295,1,2,1,2,1,2,2,2,1,2,1,-54200,-2600,100,-1800,-400,-2500,-1400,-24000,-200,-9200,-1200,-11000,FALSE
296,1,2,1,2,1,2,2,2,2,1,1,-39000,-2100,400,-2500,-100,-2400,-1600,-17000,-400,-800,-2000,-10500,FALSE
297,1,2,1,2,2,1,1,1,2,2,2,-52200,1000,-2000,-1100,-1200,-2400,-1800,-24000,-200,-8400,-1600,-10500,FALSE
298,1,2,1,2,2,1,1,2,1,2,2,-40200,200,-2400,-100,-1600,-2400,-1000,-18000,-1400,-1200,-1800,-10500,FALSE
299,1,2,1,2,2,1,1,2,2,1,2,-54600,700,-2100,-800,-1300,-2500,-800,-25000,-1600,-8800,-1400,-11000,FALSE
300,1,2,1,2,2,1,1,2,2,2,1,-33600,100,-1500,-900,-1200,-2400,0,-16000,-1400,-8400,-1900,0,FALSE
301,1,2,1,2,2,1,2,1,1,2,2,-37800,-1400,-400,-2300,-600,-400,-3800,-16000,-2200,-9200,-1000,-500,FALSE
302,1,2,1,2,2,1,2,1,2,1,2,-23400,-900,-100,-3000,-300,-500,-3600,-9000,-2000,-800,-2200,-1000,FALSE
303,1,2,1,2,2,1,2,1,2,2,1,-39200,-1500,500,-3100,-200,-400,-2800,-18000,-2200,-400,-1100,-10000,FALSE
304,1,2,1,2,2,1,2,2,1,1,2,-34600,-1700,-500,-2000,-700,-500,-2800,-15000,400,-8800,-2000,-1000,FALSE
305,1,2,1,2,2,1,2,2,1,2,1,-51200,-2300,100,-2100,-600,-400,-2000,-24000,600,-9200,-1300,-10000,FALSE
306,1,2,1,2,2,1,2,2,2,1,1,-35600,-1800,400,-2800,-300,-500,-1800,-17000,400,-800,-1900,-9500,FALSE
307,1,2,1,2,2,2,1,1,1,2,2,-36600,400,-2400,-100,-1400,-2000,-1200,-18000,600,-1200,-1800,-9500,FALSE
308,1,2,1,2,2,2,1,1,2,1,2,-51000,900,-2100,-800,-1100,-2100,-1400,-25000,800,-8800,-1400,-10000,FALSE
309,1,2,1,2,2,2,1,1,2,2,1,-34000,300,-1500,-900,-1000,-2000,-2200,-16000,600,-8400,-1900,-1000,FALSE
310,1,2,1,2,2,2,1,2,1,1,2,-41400,100,-2500,200,-1500,-2100,-2200,-19000,-2400,-800,-1200,-10000,FALSE
311,1,2,1,2,2,2,1,2,1,2,1,-25200,-500,-1900,100,-1400,-2000,-3000,-10000,-2200,-1200,-2100,-1000,FALSE
312,1,2,1,2,2,2,1,2,2,1,1,-38400,0,-1600,-600,-1100,-2100,-3200,-17000,-2400,-8800,-1100,-500,FALSE
313,1,2,1,2,2,2,2,1,1,1,2,-31000,-1500,-500,-2000,-500,-100,600,-15000,-1200,-8800,-2000,0,FALSE
314,1,2,1,2,2,2,2,1,1,2,1,-51600,-2100,100,-2100,-400,0,-200,-24000,-1400,-9200,-1300,-11000,FALSE
315,1,2,1,2,2,2,2,1,2,1,1,-36000,-1600,400,-2800,-100,-100,-400,-17000,-1200,-800,-1900,-10500,FALSE
316,1,2,1,2,2,2,2,2,1,1,1,-50400,-2400,0,-1800,-500,-100,-1200,-23000,-400,-8800,-1700,-10500,FALSE
317,1,2,2,1,1,1,1,2,2,2,2,-52000,200,-2200,-2200,-800,-200,-200,-25000,-1600,-8000,-1500,-10500,FALSE
318,1,2,2,1,1,1,2,1,2,2,2,-20800,-1400,-200,0,-1800,-2200,-3000,-9000,-2000,0,-700,-500,FALSE
319,1,2,2,1,1,1,2,2,1,2,2,-35200,-2200,-600,-1000,-1400,-2200,-2200,-15000,400,-9600,-900,-500,FALSE
320,1,2,2,1,1,1,2,2,2,1,2,-19600,-1700,-300,-300,-1700,-2100,-2000,-8000,200,-400,-2300,-1000,FALSE
321,1,2,2,1,1,1,2,2,2,2,1,-35000,-2300,300,-200,-1800,-2200,-1200,-17000,400,0,-1000,-10000,FALSE
322,1,2,2,1,1,2,1,1,2,2,2,-50800,400,-2200,-2200,-1000,-600,-2000,-25000,800,-8000,-1500,-9500,FALSE
323,1,2,2,1,1,2,1,2,1,2,2,-44400,-400,-2600,-3200,-600,-600,-2800,-19000,-2400,-1600,-1700,-9500,FALSE
324,1,2,2,1,1,2,1,2,2,1,2,-57600,100,-2300,-2500,-900,-500,-3000,-26000,-2600,-8400,-1500,-10000,FALSE
325,1,2,2,1,1,2,1,2,2,2,1,-40200,-500,-1700,-2400,-1000,-600,-3800,-17000,-2400,-8000,-1800,-1000,FALSE
326,1,2,2,1,1,2,2,1,1,2,2,-34000,-2000,-600,-1000,-1600,-2600,0,-15000,-1200,-9600,-900,500,FALSE
327,1,2,2,1,1,2,2,1,2,1,2,-18400,-1500,-300,-300,-1900,-2500,-200,-8000,-1000,-400,-2300,0,FALSE
328,1,2,2,1,1,2,2,1,2,2,1,-37800,-2100,300,-200,-2000,-2600,-1000,-17000,-1200,0,-1000,-11000,FALSE
329,1,2,2,1,1,2,2,2,1,1,2,-35200,-2300,-700,-1300,-1500,-2500,-1000,-14000,-600,-9200,-2100,0,FALSE
330,1,2,2,1,1,2,2,2,1,2,1,-55400,-2900,-100,-1200,-1600,-2600,-1800,-23000,-400,-9600,-1200,-11000,FALSE
331,1,2,2,1,1,2,2,2,2,1,1,-38600,-2400,200,-500,-1900,-2500,-2000,-16000,-600,-400,-2000,-10500,FALSE
332,1,2,2,1,2,1,1,1,2,2,2,-53000,700,-2200,-1900,-800,-2300,-1400,-25000,0,-8000,-1600,-10500,FALSE
333,1,2,2,1,2,1,1,2,1,2,2,-43400,-100,-2600,-2900,-400,-2300,-600,-19000,-1600,-1600,-1800,-10500,FALSE
334,1,2,2,1,2,1,1,2,2,1,2,-56200,400,-2300,-2200,-700,-2400,-400,-26000,-1800,-8400,-1400,-11000,FALSE
335,1,2,2,1,2,1,1,2,2,2,1,-35200,-200,-1700,-2100,-800,-2300,400,-17000,-1600,-8000,-1900,0,FALSE
336,1,2,2,1,2,1,2,1,1,2,2,-36200,-1700,-600,-700,-1400,-300,-3400,-15000,-2000,-9600,-1000,-500,FALSE
337,1,2,2,1,2,1,2,1,2,1,2,-20200,-1200,-300,0,-1700,-400,-3200,-8000,-1800,-400,-2200,-1000,FALSE
338,1,2,2,1,2,1,2,1,2,2,1,-36000,-1800,300,100,-1800,-300,-2400,-17000,-2000,0,-1100,-10000,FALSE
339,1,2,2,1,2,1,2,2,1,1,2,-33800,-2000,-700,-1000,-1300,-400,-2400,-14000,200,-9200,-2000,-1000,FALSE
340,1,2,2,1,2,1,2,2,1,2,1,-50400,-2600,-100,-900,-1400,-300,-1600,-23000,400,-9600,-1300,-10000,FALSE
341,1,2,2,1,2,1,2,2,2,1,1,-33200,-2100,200,-200,-1700,-400,-1400,-16000,200,-400,-1900,-9500,FALSE
342,1,2,2,1,2,2,1,1,1,2,2,-40600,100,-2600,-2900,-600,-1900,-1600,-19000,800,-1600,-1800,-9500,FALSE
343,1,2,2,1,2,2,1,1,2,1,2,-53400,600,-2300,-2200,-900,-2000,-1800,-26000,1000,-8400,-1400,-10000,FALSE
344,1,2,2,1,2,2,1,1,2,2,1,-36400,0,-1700,-2100,-1000,-1900,-2600,-17000,800,-8000,-1900,-1000,FALSE
345,1,2,2,1,2,2,1,2,1,1,2,-46200,-200,-2700,-3200,-500,-2000,-2600,-20000,-2600,-1200,-1200,-10000,FALSE
346,1,2,2,1,2,2,1,2,1,2,1,-30000,-800,-2100,-3100,-600,-1900,-3400,-11000,-2400,-1600,-2100,-1000,FALSE
347,1,2,2,1,2,2,1,2,2,1,1,-41600,-300,-1800,-2400,-900,-2000,-3600,-18000,-2600,-8400,-1100,-500,FALSE
348,1,2,2,1,2,2,2,1,1,1,2,-31000,-1800,-700,-1000,-1500,0,200,-14000,-1000,-9200,-2000,0,FALSE
349,1,2,2,1,2,2,2,1,1,2,1,-51600,-2400,-100,-900,-1600,100,-600,-23000,-1200,-9600,-1300,-11000,FALSE
350,1,2,2,1,2,2,2,1,2,1,1,-34400,-1900,200,-200,-1900,0,-800,-16000,-1000,-400,-1900,-10500,FALSE
351,1,2,2,1,2,2,2,2,1,1,1,-51200,-2700,-200,-1200,-1500,0,-1600,-22000,-600,-9200,-1700,-10500,FALSE
352,1,2,2,2,1,1,1,1,2,2,2,-49200,800,-2100,-1800,-1000,-200,-1200,-24000,0,-7600,-1600,-10500,FALSE
353,1,2,2,2,1,1,1,2,1,2,2,-41200,0,-2500,-2800,-1400,-200,-400,-18000,-1600,-2000,-1800,-10500,FALSE
354,1,2,2,2,1,1,1,2,2,1,2,-52400,500,-2200,-2100,-1100,-100,-200,-25000,-1800,-8000,-1400,-11000,FALSE
355,1,2,2,2,1,1,1,2,2,2,1,-31400,-100,-1600,-2000,-1000,-200,600,-16000,-1600,-7600,-1900,0,FALSE
356,1,2,2,2,1,1,2,1,1,2,2,-38000,-1600,-500,-600,-400,-2200,-3200,-16000,-2000,-10000,-1000,-500,FALSE
357,1,2,2,2,1,1,2,1,2,1,2,-20400,-1100,-200,100,-100,-2100,-3000,-9000,-1800,0,-2200,-1000,FALSE
358,1,2,2,2,1,1,2,1,2,2,1,-36200,-1700,400,200,0,-2200,-2200,-18000,-2000,400,-1100,-10000,FALSE
359,1,2,2,2,1,1,2,2,1,1,2,-35600,-1900,-600,-900,-500,-2100,-2200,-15000,200,-9600,-2000,-1000,FALSE
360,1,2,2,2,1,1,2,2,1,2,1,-52200,-2500,0,-800,-400,-2200,-1400,-24000,400,-10000,-1300,-10000,FALSE
361,1,2,2,2,1,1,2,2,2,1,1,-33400,-2000,300,-100,-100,-2100,-1200,-17000,200,0,-1900,-9500,FALSE
362,1,2,2,2,1,2,1,1,1,2,2,-39200,200,-2500,-2800,-1200,-600,-1800,-18000,800,-2000,-1800,-9500,FALSE
363,1,2,2,2,1,2,1,1,2,1,2,-50400,700,-2200,-2100,-900,-500,-2000,-25000,1000,-8000,-1400,-10000,FALSE
364,1,2,2,2,1,2,1,1,2,2,1,-33400,100,-1600,-2000,-800,-600,-2800,-16000,800,-7600,-1900,-1000,FALSE
365,1,2,2,2,1,2,1,2,1,1,2,-44800,-100,-2600,-3100,-1300,-500,-2800,-19000,-2600,-1600,-1200,-10000,FALSE
366,1,2,2,2,1,2,1,2,1,2,1,-28600,-700,-2000,-3000,-1200,-600,-3600,-10000,-2400,-2000,-2100,-1000,FALSE
367,1,2,2,2,1,2,1,2,2,1,1,-38600,-200,-1700,-2300,-900,-500,-3800,-17000,-2600,-8000,-1100,-500,FALSE
368,1,2,2,2,1,2,2,1,1,1,2,-33600,-1700,-600,-900,-300,-2500,0,-15000,-1000,-9600,-2000,0,FALSE
369,1,2,2,2,1,2,2,1,1,2,1,-54200,-2300,0,-800,-200,-2600,-800,-24000,-1200,-10000,-1300,-11000,FALSE
370,1,2,2,2,1,2,2,1,2,1,1,-35400,-1800,300,-100,100,-2500,-1000,-17000,-1000,0,-1900,-10500,FALSE
371,1,2,2,2,1,2,2,2,1,1,1,-53800,-2600,-100,-1100,-300,-2500,-1800,-23000,-600,-9600,-1700,-10500,FALSE
372,1,2,2,2,2,1,1,1,1,2,2,-42200,500,-2500,-2500,-1400,-2300,-1600,-18000,0,-2000,-1900,-10500,FALSE
373,1,2,2,2,2,1,1,1,2,1,2,-53000,1000,-2200,-1800,-1100,-2400,-1400,-25000,200,-8000,-1300,-11000,FALSE
374,1,2,2,2,2,1,1,1,2,2,1,-32400,400,-1600,-1700,-1000,-2300,-600,-16000,0,-7600,-2000,0,FALSE
375,1,2,2,2,2,1,1,2,1,1,2,-44200,200,-2600,-2800,-1500,-2400,-600,-19000,-1800,-1600,-1100,-11000,FALSE
376,1,2,2,2,2,1,1,2,1,2,1,-24400,-400,-2000,-2700,-1400,-2300,200,-10000,-1600,-2000,-2200,0,FALSE
377,1,2,2,2,2,1,1,2,2,1,1,-34000,100,-1700,-2000,-1100,-2400,400,-17000,-1800,-8000,-1000,500,FALSE
378,1,2,2,2,2,1,2,1,1,1,2,-36200,-1400,-600,-600,-500,-400,-3400,-15000,-1800,-9600,-1900,-1000,FALSE
379,1,2,2,2,2,1,2,1,1,2,1,-53200,-2000,0,-500,-400,-300,-2600,-24000,-2000,-10000,-1400,-10000,FALSE
380,1,2,2,2,2,1,2,1,2,1,1,-34000,-1500,300,200,-100,-400,-2400,-17000,-1800,0,-1800,-9500,FALSE
381,1,2,2,2,2,1,2,2,1,1,1,-49200,-2300,-100,-800,-500,-400,-1600,-23000,200,-9600,-1600,-9500,FALSE
382,1,2,2,2,2,2,1,1,1,1,2,-40600,400,-2600,-2800,-1300,-2000,-1600,-19000,1000,-1600,-1100,-10000,FALSE
